hcp_id,total_veeva_interactions,in_person_visits,phone_calls,virtual_meetings,completed_interactions,cancelled_interactions,no_show_interactions,avg_interaction_duration_minutes,max_interaction_duration_minutes,followups_required,last_veeva_activity,last_veeva_engagement,days_since_last_veeva_engagement,days_since_last_veeva_activity
HCP1094,4,4,0,0,4,0,0,49.25,60.0,3,2026-05-30T13:26:44.000Z,2026-05-30T13:26:44.000Z,78,78
HCP1106,6,3,1,2,6,0,0,32.33,48.0,1,2026-07-26T14:19:24.000Z,2026-07-26T14:19:24.000Z,21,21
HCP1117,10,7,2,1,7,0,3,37.1,60.0,2,2026-06-24T22:19:23.000Z,2026-06-24T22:19:23.000Z,53,53
HCP1134,3,2,1,0,3,0,0,30.33,43.0,2,2026-07-28T13:08:51.000Z,2026-07-28T13:08:51.000Z,19,19
HCP1138,4,1,3,0,3,0,1,22.0,54.0,1,2026-07-26T05:14:18.000Z,2026-07-17T13:53:13.000Z,30,21
HCP1199,14,9,3,2,13,0,1,33.71,60.0,8,2026-07-29T10:19:07.000Z,2026-07-29T10:19:07.000Z,18,18
HCP1201,10,4,5,1,7,1,2,24.1,49.0,2,2026-03-29T18:39:58.000Z,2026-03-29T18:39:58.000Z,140,140
HCP1235,11,4,3,4,9,0,2,31.82,54.0,6,2026-08-07T09:21:32.000Z,2026-08-07T09:21:32.000Z,9,9
HCP1270,11,5,4,2,8,2,1,28.27,52.0,3,2026-06-02T21:42:21.000Z,2026-06-02T21:42:21.000Z,75,75
HCP1285,5,3,1,1,5,0,0,28.0,37.0,3,2026-08-12T07:44:30.000Z,2026-08-12T07:44:30.000Z,4,4
HCP1296,3,1,0,2,3,0,0,28.33,41.0,0,2026-03-16T00:32:32.000Z,2026-03-16T00:32:32.000Z,153,153
HCP1317,4,2,2,0,4,0,0,26.5,45.0,1,2026-06-28T07:09:06.000Z,2026-06-28T07:09:06.000Z,49,49
HCP1331,7,5,1,1,3,2,2,38.14,59.0,1,2026-08-02T09:14:58.000Z,2026-06-26T19:59:31.000Z,51,14
HCP1334,8,3,3,2,8,0,0,29.0,53.0,1,2026-08-01T02:33:00.000Z,2026-08-01T02:33:00.000Z,15,15
HCP1342,9,3,6,0,8,1,0,23.33,60.0,3,2026-08-07T03:31:08.000Z,2026-08-07T03:31:08.000Z,9,9
HCP1358,7,5,1,1,4,3,0,38.29,60.0,1,2026-07-26T12:33:49.000Z,2026-07-12T08:32:16.000Z,35,21
HCP1376,10,7,2,1,8,1,1,37.1,56.0,1,2026-07-10T20:47:23.000Z,2026-06-21T09:10:37.000Z,56,37
HCP1379,10,5,3,2,9,1,0,25.6,55.0,2,2026-08-11T23:42:58.000Z,2026-07-22T14:43:30.000Z,25,5
HCP1381,11,5,4,2,10,0,1,29.91,55.0,5,2026-08-04T01:03:53.000Z,2026-08-04T01:03:53.000Z,12,12
HCP1382,4,2,2,0,3,1,0,26.0,55.0,0,2026-08-04T12:41:02.000Z,2026-07-02T07:03:31.000Z,45,12
HCP1399,5,5,0,0,4,0,1,44.0,53.0,2,2026-06-05T23:03:00.000Z,2026-06-05T23:03:00.000Z,72,72
HCP1425,7,5,1,1,6,1,0,33.57,59.0,2,2026-07-30T16:46:35.000Z,2026-07-30T16:46:35.000Z,17,17
HCP1476,8,2,2,4,8,0,0,26.13,44.0,5,2026-07-30T12:34:07.000Z,2026-07-30T12:34:07.000Z,17,17
HCP1480,3,2,0,1,3,0,0,32.33,38.0,2,2026-07-14T19:31:53.000Z,2026-07-14T19:31:53.000Z,33,33
HCP1499,3,0,2,1,2,0,1,20.67,34.0,1,2026-03-23T12:03:47.000Z,2026-01-30T23:31:18.000Z,198,146
HCP1505,10,5,3,2,9,0,1,34.5,60.0,4,2026-07-25T20:10:26.000Z,2026-07-25T20:10:26.000Z,22,22
HCP1509,5,3,2,0,4,1,0,25.0,47.0,2,2026-07-17T02:52:42.000Z,2026-07-17T02:52:42.000Z,30,30
HCP1514,8,3,2,3,6,2,0,35.5,53.0,2,2026-07-23T16:33:05.000Z,2026-07-23T16:33:05.000Z,24,24
HCP1525,12,6,4,2,10,1,1,30.0,54.0,6,2026-08-02T12:40:57.000Z,2026-08-02T12:40:57.000Z,14,14
HCP1534,8,3,5,0,8,0,0,19.13,56.0,5,2026-08-14T05:00:21.000Z,2026-08-14T05:00:21.000Z,2,2
HCP1539,6,5,1,0,6,0,0,33.67,48.0,4,2026-07-06T09:09:06.000Z,2026-07-06T09:09:06.000Z,41,41
HCP1543,10,6,4,0,9,1,0,28.8,58.0,4,2026-08-06T21:12:20.000Z,2026-08-06T21:12:20.000Z,10,10
HCP1549,13,5,5,3,12,0,1,27.31,48.0,9,2026-08-04T09:26:43.000Z,2026-08-04T09:26:43.000Z,12,12
HCP1551,8,5,1,2,7,0,1,35.75,55.0,2,2026-08-06T03:38:23.000Z,2026-08-06T03:38:23.000Z,10,10
HCP1566,10,5,4,1,8,1,1,30.9,59.0,0,2026-08-10T17:19:04.000Z,2026-08-10T17:19:04.000Z,6,6
HCP1570,5,3,2,0,5,0,0,24.6,35.0,4,2026-06-11T01:06:59.000Z,2026-06-11T01:06:59.000Z,66,66
HCP1661,6,5,0,1,5,0,1,49.17,60.0,3,2026-07-11T04:31:37.000Z,2026-07-11T04:31:37.000Z,36,36
HCP1667,3,1,2,0,2,1,0,21.33,40.0,1,2026-07-05T23:13:58.000Z,2026-07-05T23:13:58.000Z,42,42
HCP1672,5,3,2,0,4,1,0,30.8,48.0,1,2026-08-01T03:07:11.000Z,2026-08-01T03:07:11.000Z,15,15
HCP1674,7,5,2,0,6,0,1,37.57,58.0,2,2026-08-12T00:51:44.000Z,2026-08-12T00:51:44.000Z,4,4
HCP1684,3,2,0,1,2,1,0,35.67,42.0,1,2026-03-31T12:54:28.000Z,2026-03-31T12:54:28.000Z,138,138
HCP1710,4,2,0,2,4,0,0,34.75,47.0,2,2026-06-17T21:25:50.000Z,2026-06-17T21:25:50.000Z,60,60
HCP1712,7,3,2,2,5,0,2,27.0,57.0,2,2026-06-18T21:02:14.000Z,2026-06-18T21:02:14.000Z,59,59
HCP1718,5,4,0,1,5,0,0,37.0,54.0,2,2026-08-02T21:03:43.000Z,2026-08-02T21:03:43.000Z,14,14
HCP1721,7,4,2,1,7,0,0,33.86,59.0,6,2026-07-13T21:07:52.000Z,2026-07-13T21:07:52.000Z,34,34
HCP1763,11,8,3,0,10,1,0,29.91,55.0,5,2026-08-10T01:44:35.000Z,2026-06-25T19:58:31.000Z,52,6
HCP1764,7,5,2,0,6,0,1,35.71,58.0,3,2026-06-03T02:59:38.000Z,2026-06-03T02:59:38.000Z,74,74
HCP1787,9,4,2,3,8,1,0,36.56,59.0,4,2026-08-03T02:56:13.000Z,2026-08-03T02:56:13.000Z,13,13
HCP1795,6,4,1,1,6,0,0,40.17,57.0,2,2026-07-30T14:04:16.000Z,2026-07-30T14:04:16.000Z,17,17
HCP1800,6,4,2,0,6,0,0,34.83,59.0,5,2026-07-28T05:20:54.000Z,2026-07-28T05:20:54.000Z,19,19
HCP1804,10,4,5,1,8,0,2,27.2,57.0,4,2026-08-13T21:53:16.000Z,2026-08-13T21:53:16.000Z,3,3
HCP1831,9,3,6,0,7,2,0,21.67,51.0,1,2026-07-31T13:42:36.000Z,2026-07-31T13:42:36.000Z,16,16
HCP1832,5,3,1,1,5,0,0,33.4,54.0,3,2026-08-02T12:50:39.000Z,2026-08-02T12:50:39.000Z,14,14
HCP1850,4,2,1,1,3,1,0,23.75,31.0,2,2026-04-14T09:30:04.000Z,2026-04-14T09:30:04.000Z,124,124
HCP1851,9,4,2,3,7,1,1,29.11,59.0,5,2026-07-02T02:30:36.000Z,2026-07-02T02:30:36.000Z,45,45
HCP1854,5,3,1,1,3,0,2,27.2,37.0,0,2026-07-27T07:15:08.000Z,2026-07-27T07:15:08.000Z,20,20
HCP1865,10,5,2,3,9,1,0,35.0,46.0,6,2026-08-11T15:18:21.000Z,2026-08-11T15:18:21.000Z,5,5
HCP1891,5,2,3,0,5,0,0,25.0,57.0,2,2026-07-12T05:10:52.000Z,2026-07-12T05:10:52.000Z,35,35
HCP1892,6,5,1,0,5,0,1,43.0,59.0,1,2026-06-18T13:25:23.000Z,2026-06-18T13:25:23.000Z,59,59
HCP1902,6,3,2,1,6,0,0,26.33,44.0,3,2026-08-05T19:00:04.000Z,2026-08-05T19:00:04.000Z,11,11
HCP1909,3,0,2,1,3,0,0,22.33,37.0,0,2026-06-13T10:19:00.000Z,2026-06-13T10:19:00.000Z,64,64
HCP1910,6,3,1,2,3,1,2,30.33,47.0,1,2026-04-17T15:43:30.000Z,2026-04-17T15:43:30.000Z,121,121
HCP1919,3,2,0,1,3,0,0,39.33,53.0,2,2026-06-12T12:08:00.000Z,2026-06-12T12:08:00.000Z,65,65
HCP1944,10,6,2,2,9,0,1,33.2,57.0,4,2026-07-23T07:02:12.000Z,2026-07-23T07:02:12.000Z,24,24
HCP1945,6,2,4,0,6,0,0,20.0,34.0,4,2026-08-14T13:51:55.000Z,2026-08-14T13:51:55.000Z,2,2
HCP1947,10,3,4,3,10,0,0,26.2,53.0,4,2026-08-14T02:38:48.000Z,2026-08-14T02:38:48.000Z,2,2
HCP1950,5,3,2,0,5,0,0,38.0,57.0,2,2026-07-08T13:48:15.000Z,2026-07-08T13:48:15.000Z,39,39
HCP1985,7,2,2,3,5,1,1,28.14,51.0,1,2026-07-15T08:00:01.000Z,2026-07-15T08:00:01.000Z,32,32
HCP1989,3,1,2,0,3,0,0,19.67,33.0,2,2026-07-11T10:57:06.000Z,2026-07-11T10:57:06.000Z,36,36
HCP0007,2,1,1,0,2,0,0,30.5,47.0,1,2026-03-17T11:24:36.000Z,2026-03-17T11:24:36.000Z,152,152
HCP0010,5,4,1,0,5,0,0,31.6,49.0,0,2026-07-29T01:21:41.000Z,2026-07-29T01:21:41.000Z,18,18
HCP0017,8,6,2,0,6,2,0,39.38,59.0,3,2026-06-09T02:04:33.000Z,2026-06-09T02:04:33.000Z,68,68
HCP0031,3,3,0,0,3,0,0,35.33,43.0,0,2026-06-26T21:53:15.000Z,2026-06-26T21:53:15.000Z,51,51
HCP0092,5,3,2,0,5,0,0,26.4,50.0,2,2026-06-18T06:20:20.000Z,2026-06-18T06:20:20.000Z,59,59
HCP0097,10,1,6,3,7,2,1,23.4,55.0,4,2026-07-25T19:37:24.000Z,2026-07-25T19:37:24.000Z,22,22
HCP0099,3,0,1,2,3,0,0,32.33,44.0,1,2026-07-10T23:41:22.000Z,2026-07-10T23:41:22.000Z,37,37
HCP0108,3,3,0,0,3,0,0,50.33,60.0,0,2026-06-16T15:32:23.000Z,2026-06-16T15:32:23.000Z,61,61
HCP0111,6,1,4,1,5,1,0,19.17,57.0,3,2026-08-12T22:52:53.000Z,2026-08-12T22:52:53.000Z,4,4
HCP0114,5,2,2,1,5,0,0,30.6,50.0,4,2026-08-05T20:48:15.000Z,2026-08-05T20:48:15.000Z,11,11
HCP0120,8,6,2,0,6,2,0,37.0,56.0,4,2026-08-10T07:55:39.000Z,2026-07-07T16:18:05.000Z,40,6
HCP0149,6,4,2,0,5,1,0,31.33,44.0,1,2026-08-07T06:38:42.000Z,2026-07-01T16:34:37.000Z,46,9
HCP0153,3,2,1,0,3,0,0,33.67,60.0,3,2026-08-09T16:23:27.000Z,2026-08-09T16:23:27.000Z,7,7
HCP0181,10,3,4,3,9,0,1,24.7,45.0,4,2026-08-06T21:55:49.000Z,2026-07-23T14:41:15.000Z,24,10
HCP0197,8,3,2,3,8,0,0,25.25,39.0,6,2026-06-23T15:18:49.000Z,2026-06-23T15:18:49.000Z,54,54
HCP0199,8,5,1,2,7,1,0,31.5,48.0,4,2026-07-29T23:26:55.000Z,2026-07-29T23:26:55.000Z,18,18
HCP0201,4,2,2,0,3,0,1,33.75,54.0,3,2026-06-28T23:48:07.000Z,2026-04-20T12:04:58.000Z,118,49
HCP0208,6,3,2,1,4,1,1,27.0,58.0,3,2026-08-02T08:29:43.000Z,2026-08-02T08:29:43.000Z,14,14
HCP0229,11,6,3,2,9,2,0,35.82,53.0,3,2026-08-08T15:37:00.000Z,2026-08-08T15:37:00.000Z,8,8
HCP0249,6,2,3,1,4,1,1,19.83,30.0,2,2026-08-14T06:44:44.000Z,2026-08-14T06:44:44.000Z,2,2
HCP0260,9,5,2,2,9,0,0,28.33,46.0,3,2026-07-22T06:17:04.000Z,2026-07-22T06:17:04.000Z,25,25
HCP0265,5,2,2,1,5,0,0,19.2,28.0,3,2026-07-24T15:52:07.000Z,2026-07-24T15:52:07.000Z,23,23
HCP0273,10,7,2,1,10,0,0,39.5,59.0,3,2026-07-12T17:54:35.000Z,2026-07-12T17:54:35.000Z,35,35
HCP0277,2,1,0,1,2,0,0,44.0,54.0,2,2026-03-04T23:57:58.000Z,2026-03-04T23:57:58.000Z,165,165
HCP0280,9,0,7,2,8,0,1,17.33,45.0,7,2026-07-28T00:06:21.000Z,2026-07-28T00:06:21.000Z,19,19
HCP0333,8,4,1,3,7,0,1,30.75,54.0,5,2026-07-08T10:40:00.000Z,2026-07-08T10:40:00.000Z,39,39
HCP0347,9,4,4,1,9,0,0,28.0,47.0,4,2026-08-02T16:54:33.000Z,2026-08-02T16:54:33.000Z,14,14
HCP0354,10,4,5,1,10,0,0,26.7,56.0,4,2026-07-15T18:27:02.000Z,2026-07-15T18:27:02.000Z,32,32
HCP0360,4,2,1,1,3,1,0,34.0,48.0,3,2026-06-07T21:44:45.000Z,2026-05-15T14:31:13.000Z,93,70
HCP0361,11,7,2,2,9,2,0,35.45,57.0,5,2026-08-13T00:56:29.000Z,2026-08-13T00:56:29.000Z,3,3
HCP0379,5,3,1,1,2,3,0,39.8,58.0,1,2026-04-14T21:33:32.000Z,2026-04-14T21:33:32.000Z,124,124
HCP0394,6,3,2,1,4,1,1,34.17,60.0,1,2026-08-12T05:09:33.000Z,2026-08-12T05:09:33.000Z,4,4
HCP0405,6,4,1,1,6,0,0,40.67,59.0,1,2026-08-05T09:14:26.000Z,2026-08-05T09:14:26.000Z,11,11
HCP0451,4,1,2,1,3,1,0,19.5,31.0,1,2026-06-02T13:30:56.000Z,2026-06-02T13:30:56.000Z,75,75
HCP0484,10,4,3,3,7,3,0,30.3,56.0,3,2026-08-02T21:40:27.000Z,2026-08-02T21:40:27.000Z,14,14
HCP0509,13,6,4,3,12,1,0,35.0,58.0,8,2026-07-31T05:39:50.000Z,2026-07-31T05:39:50.000Z,16,16
HCP0514,3,2,0,1,3,0,0,37.0,60.0,1,2026-08-12T03:39:22.000Z,2026-08-12T03:39:22.000Z,4,4
HCP0519,4,3,1,0,4,0,0,35.25,59.0,1,2026-07-18T16:33:27.000Z,2026-07-18T16:33:27.000Z,29,29
HCP0538,6,2,3,1,6,0,0,26.33,40.0,0,2026-07-19T04:51:39.000Z,2026-07-19T04:51:39.000Z,28,28
HCP0546,7,3,2,2,7,0,0,35.71,60.0,3,2026-08-07T08:09:54.000Z,2026-08-07T08:09:54.000Z,9,9
HCP0564,4,1,3,0,4,0,0,24.25,48.0,3,2026-05-19T12:57:27.000Z,2026-05-19T12:57:27.000Z,89,89
HCP0568,7,4,1,2,5,1,1,27.86,42.0,4,2026-06-26T12:25:51.000Z,2026-06-26T12:25:51.000Z,51,51
HCP0588,4,2,2,0,4,0,0,26.75,52.0,3,2026-05-19T20:03:42.000Z,2026-05-19T20:03:42.000Z,89,89
HCP0615,6,3,1,2,6,0,0,28.67,38.0,4,2026-07-14T17:20:32.000Z,2026-07-14T17:20:32.000Z,33,33
HCP0623,6,4,2,0,6,0,0,33.5,58.0,3,2026-07-04T15:51:39.000Z,2026-07-04T15:51:39.000Z,43,43
HCP0634,4,3,1,0,4,0,0,38.25,57.0,0,2026-06-20T16:54:39.000Z,2026-06-20T16:54:39.000Z,57,57
HCP0636,9,5,2,2,8,1,0,28.89,58.0,5,2026-08-03T20:56:02.000Z,2026-08-03T20:56:02.000Z,13,13
HCP0638,8,5,2,1,5,2,1,33.25,55.0,2,2026-07-29T03:57:41.000Z,2026-07-19T22:41:56.000Z,28,18
HCP0656,2,1,0,1,2,0,0,44.5,45.0,1,2026-06-22T11:46:43.000Z,2026-06-22T11:46:43.000Z,55,55
HCP0666,10,6,3,1,8,1,1,30.6,46.0,6,2026-08-08T16:55:36.000Z,2026-08-08T16:55:36.000Z,8,8
HCP0669,10,3,4,3,10,0,0,23.0,58.0,2,2026-08-05T17:05:48.000Z,2026-08-05T17:05:48.000Z,11,11
HCP0696,6,2,3,1,6,0,0,26.0,56.0,2,2026-07-08T20:13:34.000Z,2026-07-08T20:13:34.000Z,39,39
HCP0715,6,1,3,2,4,0,2,25.67,58.0,0,2026-07-08T04:00:36.000Z,2026-06-01T00:07:43.000Z,76,39
HCP0738,9,4,3,2,8,0,1,30.0,58.0,4,2026-06-09T22:34:03.000Z,2026-06-09T22:34:03.000Z,68,68
HCP0752,5,2,1,2,4,1,0,25.4,43.0,2,2026-07-29T10:52:45.000Z,2026-07-29T10:52:45.000Z,18,18
HCP0766,4,3,1,0,4,0,0,29.5,45.0,1,2026-08-05T23:12:49.000Z,2026-08-05T23:12:49.000Z,11,11
HCP0768,9,7,1,1,8,0,1,28.67,48.0,4,2026-07-25T03:53:42.000Z,2026-07-25T03:53:42.000Z,22,22
HCP0770,7,5,0,2,7,0,0,37.14,55.0,3,2026-08-05T17:43:59.000Z,2026-08-05T17:43:59.000Z,11,11
HCP0785,13,8,5,0,11,2,0,31.62,59.0,5,2026-08-08T12:54:29.000Z,2026-07-17T23:53:54.000Z,30,8
HCP0790,8,5,1,2,7,1,0,37.38,60.0,0,2026-08-11T20:12:17.000Z,2026-08-11T20:12:17.000Z,5,5
HCP0825,6,3,2,1,6,0,0,29.5,44.0,0,2026-07-14T22:01:19.000Z,2026-07-14T22:01:19.000Z,33,33
HCP0837,3,0,2,1,3,0,0,20.0,29.0,3,2026-04-07T07:07:03.000Z,2026-04-07T07:07:03.000Z,131,131
HCP0881,6,2,3,1,5,0,1,25.17,56.0,4,2026-07-14T01:02:43.000Z,2026-07-14T01:02:43.000Z,33,33
HCP0906,10,1,7,2,10,0,0,17.7,51.0,7,2026-08-09T18:59:26.000Z,2026-08-09T18:59:26.000Z,7,7
HCP0974,7,4,0,3,7,0,0,45.0,58.0,3,2026-07-12T13:10:26.000Z,2026-07-12T13:10:26.000Z,35,35
HCP0990,7,3,1,3,6,0,1,31.86,49.0,3,2026-06-17T09:14:19.000Z,2026-05-10T05:03:17.000Z,98,60
HCP0991,4,3,1,0,4,0,0,33.5,45.0,1,2026-04-27T06:39:42.000Z,2026-04-27T06:39:42.000Z,111,111
HCP1009,4,3,0,1,4,0,0,41.25,54.0,2,2026-03-20T03:46:47.000Z,2026-03-20T03:46:47.000Z,149,149
HCP1012,3,3,0,0,3,0,0,41.33,48.0,2,2026-07-18T18:04:37.000Z,2026-07-18T18:04:37.000Z,29,29
HCP1025,3,1,2,0,3,0,0,22.33,46.0,2,2026-06-10T09:29:51.000Z,2026-06-10T09:29:51.000Z,67,67
HCP1027,5,3,0,2,4,1,0,34.8,51.0,2,2026-07-15T02:38:12.000Z,2026-07-15T02:38:12.000Z,32,32
HCP1050,9,5,3,1,8,0,1,30.44,56.0,5,2026-07-02T06:09:03.000Z,2026-07-02T06:09:03.000Z,45,45
HCP1060,10,9,1,0,8,1,1,40.3,57.0,4,2026-07-16T21:02:35.000Z,2026-06-20T07:09:47.000Z,57,31
HCP1061,3,2,1,0,3,0,0,29.33,47.0,0,2026-06-16T16:53:12.000Z,2026-06-16T16:53:12.000Z,61,61
HCP1085,4,1,1,2,2,1,1,24.5,39.0,2,2026-06-18T13:15:13.000Z,2026-05-16T08:33:38.000Z,92,59
HCP1087,10,3,3,4,10,0,0,28.8,56.0,6,2026-08-08T11:24:16.000Z,2026-08-08T11:24:16.000Z,8,8
HCP1105,13,5,5,3,10,0,3,29.92,60.0,6,2026-07-26T17:03:09.000Z,2026-07-26T17:03:09.000Z,21,21
HCP1144,4,3,0,1,3,1,0,34.75,46.0,2,2026-05-01T20:22:05.000Z,2026-05-01T20:22:05.000Z,107,107
HCP1162,12,3,5,4,11,0,1,26.58,48.0,4,2026-08-02T06:49:43.000Z,2026-08-02T06:49:43.000Z,14,14
HCP1178,4,1,1,2,4,0,0,21.5,34.0,2,2026-05-04T08:48:55.000Z,2026-05-04T08:48:55.000Z,104,104
HCP1192,4,2,1,1,3,0,1,24.25,46.0,2,2026-06-01T10:39:41.000Z,2026-03-17T03:56:43.000Z,152,76
HCP1223,7,5,1,1,7,0,0,37.57,60.0,6,2026-07-22T15:05:50.000Z,2026-07-22T15:05:50.000Z,25,25
HCP1243,3,3,0,0,2,0,1,33.0,38.0,1,2026-06-23T19:09:00.000Z,2026-06-23T19:09:00.000Z,54,54
HCP1244,6,4,1,1,4,2,0,34.83,54.0,2,2026-07-28T10:22:30.000Z,2026-07-28T10:22:30.000Z,19,19
HCP1254,3,3,0,0,3,0,0,34.0,39.0,2,2026-08-06T00:31:57.000Z,2026-08-06T00:31:57.000Z,10,10
HCP1257,6,3,3,0,5,0,1,28.17,53.0,1,2026-06-27T18:22:14.000Z,2026-06-27T18:22:14.000Z,50,50
HCP1260,12,3,8,1,10,2,0,22.58,57.0,7,2026-07-25T22:25:04.000Z,2026-07-25T22:25:04.000Z,22,22
HCP1283,7,5,1,1,3,2,2,37.86,50.0,2,2026-06-25T04:20:43.000Z,2026-04-24T20:51:13.000Z,114,52
HCP1288,4,0,4,0,4,0,0,12.25,18.0,3,2026-06-24T13:29:16.000Z,2026-06-24T13:29:16.000Z,53,53
HCP1295,3,2,1,0,3,0,0,37.33,49.0,1,2026-05-20T02:22:44.000Z,2026-05-20T02:22:44.000Z,88,88
HCP1312,10,8,0,2,10,0,0,39.1,56.0,5,2026-07-21T07:23:40.000Z,2026-07-21T07:23:40.000Z,26,26
HCP1329,4,3,1,0,3,1,0,38.0,58.0,3,2026-08-08T09:26:52.000Z,2026-08-03T13:37:19.000Z,13,8
HCP1333,4,2,2,0,4,0,0,33.5,58.0,4,2026-06-26T10:14:29.000Z,2026-06-26T10:14:29.000Z,51,51
HCP1335,5,4,0,1,5,0,0,34.0,49.0,2,2026-07-30T01:50:05.000Z,2026-07-30T01:50:05.000Z,17,17
HCP1339,12,7,4,1,11,1,0,33.75,58.0,7,2026-08-14T10:17:06.000Z,2026-08-14T10:17:06.000Z,2,2
HCP1380,10,7,2,1,9,1,0,34.6,57.0,4,2026-08-14T17:38:00.000Z,2026-08-14T17:38:00.000Z,2,2
HCP1392,8,5,2,1,8,0,0,33.75,58.0,1,2026-07-27T05:21:50.000Z,2026-07-27T05:21:50.000Z,20,20
HCP1396,8,1,1,6,6,1,1,29.75,55.0,2,2026-06-09T12:26:23.000Z,2026-05-26T07:50:28.000Z,82,68
HCP1432,4,1,1,2,4,0,0,25.0,57.0,2,2026-06-24T02:45:42.000Z,2026-06-24T02:45:42.000Z,53,53
HCP1444,8,4,4,0,8,0,0,27.13,54.0,2,2026-05-20T10:56:10.000Z,2026-05-20T10:56:10.000Z,88,88
HCP1450,6,4,0,2,5,1,0,41.5,56.0,1,2026-08-11T21:14:32.000Z,2026-08-11T21:14:32.000Z,5,5
HCP1459,8,2,3,3,7,0,1,24.88,45.0,5,2026-07-08T09:10:03.000Z,2026-07-08T09:10:03.000Z,39,39
HCP1461,5,3,2,0,4,0,1,31.8,47.0,2,2026-08-08T01:15:14.000Z,2026-08-08T01:15:14.000Z,8,8
HCP1471,5,3,2,0,4,1,0,33.6,54.0,1,2026-08-09T01:52:42.000Z,2026-08-09T01:52:42.000Z,7,7
HCP1490,4,1,2,1,3,0,1,23.0,34.0,3,2026-02-27T23:39:36.000Z,2026-02-09T10:09:32.000Z,188,170
HCP1496,7,3,1,3,7,0,0,32.14,50.0,5,2026-08-07T04:53:27.000Z,2026-08-07T04:53:27.000Z,9,9
HCP1500,9,5,2,2,8,1,0,34.33,58.0,4,2026-07-22T20:57:00.000Z,2026-06-26T22:20:33.000Z,51,25
HCP1538,9,3,5,1,7,0,2,23.56,43.0,6,2026-07-30T23:26:52.000Z,2026-07-30T23:26:52.000Z,17,17
HCP1545,8,3,2,3,6,1,1,31.25,58.0,2,2026-07-28T01:06:55.000Z,2026-05-24T23:12:55.000Z,84,19
HCP1583,4,2,1,1,3,1,0,24.75,36.0,2,2026-07-03T00:08:03.000Z,2026-07-03T00:08:03.000Z,44,44
HCP1588,5,3,0,2,4,0,1,35.6,60.0,2,2026-08-01T20:16:59.000Z,2026-08-01T20:16:59.000Z,15,15
HCP1598,4,2,2,0,4,0,0,23.5,44.0,3,2026-05-23T12:16:37.000Z,2026-05-23T12:16:37.000Z,85,85
HCP1603,6,4,1,1,5,1,0,33.33,60.0,1,2026-08-12T18:32:19.000Z,2026-08-12T18:32:19.000Z,4,4
HCP1622,10,6,2,2,10,0,0,31.2,56.0,4,2026-08-08T15:30:41.000Z,2026-08-08T15:30:41.000Z,8,8
HCP1631,11,4,6,1,9,0,2,20.0,32.0,6,2026-08-04T18:50:17.000Z,2026-08-04T18:50:17.000Z,12,12
HCP1646,4,2,1,1,3,1,0,33.5,60.0,2,2026-07-27T00:07:04.000Z,2026-02-09T19:06:59.000Z,188,20
HCP1653,5,0,4,1,4,0,1,15.6,23.0,2,2026-05-31T04:11:03.000Z,2026-05-14T12:57:24.000Z,94,77
HCP1660,4,2,2,0,4,0,0,27.25,46.0,1,2026-04-20T12:36:10.000Z,2026-04-20T12:36:10.000Z,118,118
HCP1668,8,2,3,3,6,1,1,24.63,47.0,4,2026-07-19T13:45:55.000Z,2026-07-19T13:45:55.000Z,28,28
HCP1705,3,1,2,0,2,1,0,27.67,54.0,0,2026-08-09T04:37:39.000Z,2026-08-09T04:37:39.000Z,7,7
HCP1727,7,4,2,1,6,0,1,27.14,57.0,1,2026-06-28T15:39:50.000Z,2026-06-28T15:39:50.000Z,49,49
HCP1743,3,1,1,1,2,1,0,31.33,47.0,1,2026-06-18T06:17:43.000Z,2026-06-18T06:17:43.000Z,59,59
HCP1755,10,4,5,1,9,0,1,24.3,55.0,7,2026-08-07T08:18:39.000Z,2026-08-07T08:18:39.000Z,9,9
HCP1775,11,4,5,2,10,1,0,28.55,52.0,4,2026-08-10T19:48:01.000Z,2026-08-10T19:48:01.000Z,6,6
HCP1813,8,4,3,1,6,2,0,27.5,45.0,4,2026-06-09T23:43:01.000Z,2026-06-09T23:43:01.000Z,68,68
HCP1823,3,1,1,1,3,0,0,33.67,60.0,0,2026-07-14T20:26:44.000Z,2026-07-14T20:26:44.000Z,33,33
HCP1839,6,1,3,2,5,1,0,23.33,57.0,3,2026-08-10T12:36:53.000Z,2026-08-10T12:36:53.000Z,6,6
HCP1881,8,4,2,2,7,1,0,28.38,60.0,4,2026-06-30T09:24:17.000Z,2026-06-30T09:24:17.000Z,47,47
HCP1922,7,5,0,2,5,1,1,43.29,59.0,1,2026-08-14T09:24:22.000Z,2026-07-31T14:52:06.000Z,16,2
HCP1987,9,5,4,0,9,0,0,29.56,50.0,5,2026-07-24T17:07:06.000Z,2026-07-24T17:07:06.000Z,23,23
HCP1997,5,0,3,2,4,1,0,15.6,25.0,1,2026-07-04T12:47:18.000Z,2026-07-04T12:47:18.000Z,43,43
HCP0006,7,6,1,0,7,0,0,43.43,59.0,3,2026-07-20T11:22:05.000Z,2026-07-20T11:22:05.000Z,27,27
HCP0020,10,6,1,3,10,0,0,34.2,59.0,5,2026-08-06T01:28:41.000Z,2026-08-06T01:28:41.000Z,10,10
HCP0053,5,2,3,0,5,0,0,23.2,43.0,2,2026-07-30T04:53:20.000Z,2026-07-30T04:53:20.000Z,17,17
