veeva_event_id,hcp_id,interaction_id,campaign_id,drug_id,interaction_type,interaction_timestamp,interaction_duration_minutes,interaction_status,interaction_purpose,discussion_topic,follow_up_required,follow_up_date,rep_id,territory,channel,source_system
VEEEVT00004303,HCP0615,INT0004303,CAMP0018,DRUG006,In-Person Visit,2026-01-02 17:55:14,34,Completed,Disease Education,Dosage,True,2026-01-06 17:55:14,REP017,North,Representative,Veeva_CRM
VEEEVT00006272,HCP0895,INT0006272,CAMP0010,DRUG004,Phone Call,2026-01-02 18:14:45,8,Completed,Product Discussion,Treatment Guidelines,True,2026-01-05 18:14:45,REP011,East,Representative,Veeva_CRM
VEEEVT00003182,HCP0458,INT0003182,CAMP0018,DRUG006,In-Person Visit,2026-01-02 18:26:16,34,Completed,New Product Introduction,Patient Population,True,2026-01-07 18:26:16,REP001,East,Representative,Veeva_CRM
VEEEVT00012780,HCP1820,INT0012780,CAMP0013,DRUG005,Phone Call,2026-01-02 20:39:01,16,Completed,Clinical Evidence,Safety,False,,REP005,North,Representative,Veeva_CRM
VEEEVT00006799,HCP0969,INT0006799,CAMP0022,DRUG008,Phone Call,2026-01-02 20:50:54,8,Completed,Follow-up Discussion,Dosage,True,2026-01-08 20:50:54,REP017,West,Representative,Veeva_CRM
VEEEVT00011687,HCP1662,INT0011687,CAMP0010,DRUG004,In-Person Visit,2026-01-02 21:02:11,34,Completed,Disease Education,Efficacy,True,2026-01-06 21:02:11,REP024,North,Representative,Veeva_CRM
VEEEVT00011935,HCP1696,INT0011935,CAMP0017,DRUG006,In-Person Visit,2026-01-02 21:31:21,51,Cancelled,Follow-up Discussion,Clinical Evidence,False,,REP022,North,Representative,Veeva_CRM
VEEEVT00010086,HCP1439,INT0010086,CAMP0002,DRUG001,Virtual Meeting,2026-01-02 21:51:30,44,No Show,Follow-up Discussion,Dosage,False,,REP002,West,Representative,Veeva_CRM
VEEEVT00002577,HCP0368,INT0002577,CAMP0012,DRUG004,Phone Call,2026-01-02 22:13:55,18,Completed,Clinical Evidence,Safety,False,,REP001,West,Representative,Veeva_CRM
VEEEVT00003331,HCP0482,INT0003331,CAMP0010,DRUG004,Phone Call,2026-01-02 22:25:58,18,No Show,Disease Education,Dosage,False,,REP027,West,Representative,Veeva_CRM
VEEEVT00004976,HCP0713,INT0004976,CAMP0011,DRUG004,Phone Call,2026-01-02 22:40:58,10,Completed,Follow-up Discussion,Efficacy,True,2026-01-11 22:40:58,REP004,South,Representative,Veeva_CRM
VEEEVT00006077,HCP0868,INT0006077,CAMP0003,DRUG001,In-Person Visit,2026-01-02 22:53:48,33,Completed,Disease Education,Treatment Guidelines,False,,REP012,North,Representative,Veeva_CRM
VEEEVT00002646,HCP0379,INT0002646,CAMP0004,DRUG002,In-Person Visit,2026-01-02 23:30:12,48,Cancelled,Clinical Evidence,Clinical Evidence,False,,REP012,South,Representative,Veeva_CRM
VEEEVT00013214,HCP1880,INT0013214,CAMP0006,DRUG002,In-Person Visit,2026-01-02 23:47:27,44,Completed,Disease Education,Safety,False,,REP030,South,Representative,Veeva_CRM
VEEEVT00009793,HCP1395,INT0009793,CAMP0024,DRUG008,Virtual Meeting,2026-01-02 23:54:59,43,Completed,Disease Education,Dosage,False,,REP015,South,Representative,Veeva_CRM
VEEEVT00005126,HCP0734,INT0005126,CAMP0017,DRUG006,Virtual Meeting,2026-01-03 00:01:11,17,Completed,Treatment Update,Treatment Guidelines,True,2026-01-09 00:01:11,REP022,North,Representative,Veeva_CRM
VEEEVT00003324,HCP0480,INT0003324,CAMP0018,DRUG006,Phone Call,2026-01-03 00:05:21,11,Completed,Clinical Evidence,Efficacy,True,2026-01-10 00:05:21,REP025,North,Representative,Veeva_CRM
VEEEVT00002034,HCP0297,INT0002034,CAMP0006,DRUG002,Phone Call,2026-01-03 00:19:39,19,Completed,Disease Education,Safety,True,2026-01-05 00:19:39,REP012,West,Representative,Veeva_CRM
VEEEVT00004885,HCP0699,INT0004885,CAMP0010,DRUG004,In-Person Visit,2026-01-03 01:20:42,37,Cancelled,New Product Introduction,Dosage,False,,REP003,West,Representative,Veeva_CRM
VEEEVT00005729,HCP0817,INT0005729,CAMP0014,DRUG005,Phone Call,2026-01-03 01:54:01,11,Completed,Disease Education,Patient Population,False,,REP019,South,Representative,Veeva_CRM
VEEEVT00001381,HCP0200,INT0001381,CAMP0002,DRUG001,Phone Call,2026-01-03 02:27:31,8,Cancelled,Clinical Evidence,Dosage,False,,REP007,East,Representative,Veeva_CRM
VEEEVT00010533,HCP1508,INT0010533,CAMP0003,DRUG001,Phone Call,2026-01-03 02:34:16,17,Completed,New Product Introduction,Clinical Evidence,False,,REP015,East,Representative,Veeva_CRM
VEEEVT00002182,HCP0318,INT0002182,CAMP0004,DRUG002,In-Person Visit,2026-01-03 03:01:49,26,Completed,Disease Education,Dosage,False,,REP006,South,Representative,Veeva_CRM
VEEEVT00011316,HCP1612,INT0011316,CAMP0008,DRUG003,In-Person Visit,2026-01-03 04:05:21,58,Completed,Treatment Update,Safety,True,2026-01-13 04:05:21,REP025,South,Representative,Veeva_CRM
VEEEVT00000883,HCP0131,INT0000883,CAMP0004,DRUG002,Virtual Meeting,2026-01-03 04:27:32,35,Completed,Product Discussion,Dosage,True,2026-01-07 04:27:32,REP026,West,Representative,Veeva_CRM
VEEEVT00010316,HCP1473,INT0010316,CAMP0017,DRUG006,Phone Call,2026-01-03 04:51:27,10,Completed,New Product Introduction,Patient Population,False,,REP015,West,Representative,Veeva_CRM
VEEEVT00006220,HCP0886,INT0006220,CAMP0015,DRUG005,In-Person Visit,2026-01-03 04:59:50,46,Completed,Follow-up Discussion,Clinical Evidence,False,,REP010,South,Representative,Veeva_CRM
VEEEVT00005627,HCP0804,INT0005627,CAMP0003,DRUG001,In-Person Visit,2026-01-03 05:34:26,39,Completed,Product Discussion,Efficacy,False,,REP005,South,Representative,Veeva_CRM
VEEEVT00010984,HCP1566,INT0010984,CAMP0002,DRUG001,Virtual Meeting,2026-01-03 06:14:58,15,Completed,New Product Introduction,Product Information,False,,REP012,West,Representative,Veeva_CRM
VEEEVT00002685,HCP0385,INT0002685,CAMP0004,DRUG002,Phone Call,2026-01-03 07:35:03,18,Completed,Disease Education,Patient Population,False,,REP026,South,Representative,Veeva_CRM
VEEEVT00003107,HCP0446,INT0003107,CAMP0009,DRUG003,Virtual Meeting,2026-01-03 07:42:17,31,Completed,Disease Education,Efficacy,False,,REP005,South,Representative,Veeva_CRM
VEEEVT00008257,HCP1179,INT0008257,CAMP0019,DRUG007,In-Person Visit,2026-01-03 07:49:57,31,No Show,Treatment Update,Patient Population,False,,REP007,South,Representative,Veeva_CRM
VEEEVT00000829,HCP0124,INT0000829,CAMP0006,DRUG002,In-Person Visit,2026-01-03 09:12:37,35,Completed,Treatment Update,Patient Population,True,2026-01-10 09:12:37,REP007,South,Representative,Veeva_CRM
VEEEVT00006130,HCP0873,INT0006130,CAMP0003,DRUG001,Phone Call,2026-01-03 09:35:57,13,Cancelled,New Product Introduction,Dosage,False,,REP023,East,Representative,Veeva_CRM
VEEEVT00007479,HCP1069,INT0007479,CAMP0004,DRUG002,Virtual Meeting,2026-01-03 09:48:46,40,Completed,Product Discussion,Treatment Guidelines,True,2026-01-13 09:48:46,REP009,South,Representative,Veeva_CRM
VEEEVT00003931,HCP0568,INT0003931,CAMP0021,DRUG007,Virtual Meeting,2026-01-03 09:56:29,32,No Show,New Product Introduction,Patient Population,False,,REP027,East,Representative,Veeva_CRM
VEEEVT00008544,HCP1218,INT0008544,CAMP0020,DRUG007,In-Person Visit,2026-01-03 10:36:51,46,Completed,Product Discussion,Patient Population,False,,REP025,North,Representative,Veeva_CRM
VEEEVT00012649,HCP1801,INT0012649,CAMP0022,DRUG008,In-Person Visit,2026-01-03 10:59:18,51,Completed,Follow-up Discussion,Safety,False,,REP028,West,Representative,Veeva_CRM
VEEEVT00001715,HCP0247,INT0001715,CAMP0011,DRUG004,In-Person Visit,2026-01-03 11:36:06,47,Completed,Disease Education,Patient Population,True,2026-01-14 11:36:06,REP001,West,Representative,Veeva_CRM
VEEEVT00014033,HCP1993,INT0014033,CAMP0016,DRUG006,Phone Call,2026-01-03 12:16:15,19,Completed,Follow-up Discussion,Patient Population,False,,REP018,South,Representative,Veeva_CRM
VEEEVT00002077,HCP0303,INT0002077,CAMP0022,DRUG008,In-Person Visit,2026-01-03 12:54:06,39,Cancelled,Follow-up Discussion,Patient Population,False,,REP017,West,Representative,Veeva_CRM
VEEEVT00006194,HCP0883,INT0006194,CAMP0009,DRUG003,In-Person Visit,2026-01-03 13:07:05,44,Completed,Clinical Evidence,Product Information,False,,REP002,North,Representative,Veeva_CRM
VEEEVT00007613,HCP1087,INT0007613,CAMP0018,DRUG006,Virtual Meeting,2026-01-03 14:04:23,40,Completed,Clinical Evidence,Treatment Guidelines,True,2026-01-16 14:04:23,REP015,North,Representative,Veeva_CRM
VEEEVT00000909,HCP0134,INT0000909,CAMP0018,DRUG006,In-Person Visit,2026-01-03 14:08:05,58,Completed,Treatment Update,Efficacy,False,,REP030,West,Representative,Veeva_CRM
VEEEVT00012898,HCP1834,INT0012898,CAMP0013,DRUG005,In-Person Visit,2026-01-03 14:09:34,53,Completed,Follow-up Discussion,Efficacy,True,2026-01-13 14:09:34,REP024,West,Representative,Veeva_CRM
VEEEVT00006855,HCP0977,INT0006855,CAMP0006,DRUG002,Virtual Meeting,2026-01-03 15:19:31,44,Completed,Product Discussion,Clinical Evidence,True,2026-01-14 15:19:31,REP021,South,Representative,Veeva_CRM
VEEEVT00013117,HCP1867,INT0013117,CAMP0021,DRUG007,In-Person Visit,2026-01-03 15:36:14,47,Completed,Disease Education,Efficacy,False,,REP013,North,Representative,Veeva_CRM
VEEEVT00006803,HCP0969,INT0006803,CAMP0016,DRUG006,In-Person Visit,2026-01-03 16:34:54,57,Completed,Clinical Evidence,Efficacy,False,,REP013,West,Representative,Veeva_CRM
VEEEVT00007256,HCP1037,INT0007256,CAMP0006,DRUG002,In-Person Visit,2026-01-03 16:50:27,51,Completed,Disease Education,Treatment Guidelines,False,,REP009,East,Representative,Veeva_CRM
VEEEVT00001820,HCP0262,INT0001820,CAMP0007,DRUG003,In-Person Visit,2026-01-03 17:03:32,34,Completed,Product Discussion,Treatment Guidelines,True,2026-01-10 17:03:32,REP011,West,Representative,Veeva_CRM
VEEEVT00005859,HCP0838,INT0005859,CAMP0010,DRUG004,In-Person Visit,2026-01-03 17:09:18,30,Completed,Clinical Evidence,Treatment Guidelines,True,2026-01-08 17:09:18,REP025,East,Representative,Veeva_CRM
VEEEVT00013179,HCP1875,INT0013179,CAMP0011,DRUG004,Phone Call,2026-01-03 17:28:39,12,Completed,Clinical Evidence,Efficacy,False,,REP008,East,Representative,Veeva_CRM
VEEEVT00004325,HCP0619,INT0004325,CAMP0003,DRUG001,Virtual Meeting,2026-01-03 18:04:36,42,Completed,Clinical Evidence,Product Information,True,2026-01-14 18:04:36,REP012,East,Representative,Veeva_CRM
VEEEVT00001747,HCP0252,INT0001747,CAMP0024,DRUG008,Virtual Meeting,2026-01-03 18:25:36,40,Completed,Product Discussion,Safety,False,,REP028,South,Representative,Veeva_CRM
VEEEVT00005216,HCP0746,INT0005216,CAMP0020,DRUG007,Virtual Meeting,2026-01-03 18:41:52,19,Completed,New Product Introduction,Product Information,False,,REP007,North,Representative,Veeva_CRM
VEEEVT00008923,HCP1270,INT0008923,CAMP0010,DRUG004,In-Person Visit,2026-01-03 19:02:33,47,Completed,New Product Introduction,Treatment Guidelines,False,,REP014,North,Representative,Veeva_CRM
VEEEVT00006684,HCP0953,INT0006684,CAMP0016,DRUG006,Virtual Meeting,2026-01-03 19:15:39,23,Completed,New Product Introduction,Efficacy,False,,REP024,South,Representative,Veeva_CRM
VEEEVT00004324,HCP0619,INT0004324,CAMP0002,DRUG001,Virtual Meeting,2026-01-03 19:22:49,24,Completed,Product Discussion,Product Information,True,2026-01-06 19:22:49,REP007,East,Representative,Veeva_CRM
VEEEVT00003602,HCP0520,INT0003602,CAMP0015,DRUG005,In-Person Visit,2026-01-03 19:51:44,30,Completed,Clinical Evidence,Safety,True,2026-01-06 19:51:44,REP021,South,Representative,Veeva_CRM
VEEEVT00005415,HCP0776,INT0005415,CAMP0002,DRUG001,In-Person Visit,2026-01-03 20:26:52,31,Completed,Disease Education,Dosage,True,2026-01-13 20:26:52,REP024,West,Representative,Veeva_CRM
VEEEVT00012473,HCP1777,INT0012473,CAMP0005,DRUG002,Phone Call,2026-01-03 20:39:16,17,Completed,Treatment Update,Dosage,True,2026-01-15 20:39:16,REP018,North,Representative,Veeva_CRM
VEEEVT00008088,HCP1156,INT0008088,CAMP0015,DRUG005,Phone Call,2026-01-03 20:40:49,12,Completed,Clinical Evidence,Safety,False,,REP009,South,Representative,Veeva_CRM
VEEEVT00011553,HCP1643,INT0011553,CAMP0014,DRUG005,In-Person Visit,2026-01-03 20:46:07,37,Completed,Disease Education,Efficacy,False,,REP026,West,Representative,Veeva_CRM
VEEEVT00006288,HCP0897,INT0006288,CAMP0019,DRUG007,In-Person Visit,2026-01-03 22:05:52,35,Completed,New Product Introduction,Efficacy,False,,REP020,East,Representative,Veeva_CRM
VEEEVT00006840,HCP0975,INT0006840,CAMP0004,DRUG002,Phone Call,2026-01-03 22:18:03,13,Completed,Treatment Update,Product Information,False,,REP027,North,Representative,Veeva_CRM
VEEEVT00010395,HCP1484,INT0010395,CAMP0011,DRUG004,In-Person Visit,2026-01-03 22:18:27,51,Completed,Product Discussion,Safety,False,,REP008,West,Representative,Veeva_CRM
VEEEVT00012135,HCP1727,INT0012135,CAMP0017,DRUG006,Virtual Meeting,2026-01-03 22:41:51,19,Completed,Follow-up Discussion,Treatment Guidelines,False,,REP019,South,Representative,Veeva_CRM
VEEEVT00002306,HCP0336,INT0002306,CAMP0023,DRUG008,In-Person Visit,2026-01-03 23:08:30,48,Completed,Product Discussion,Product Information,True,2026-01-12 23:08:30,REP020,West,Representative,Veeva_CRM
VEEEVT00008254,HCP1179,INT0008254,CAMP0019,DRUG007,Virtual Meeting,2026-01-03 23:08:41,22,Cancelled,Product Discussion,Safety,False,,REP022,South,Representative,Veeva_CRM
VEEEVT00010883,HCP1553,INT0010883,CAMP0023,DRUG008,In-Person Visit,2026-01-03 23:09:48,44,Cancelled,Treatment Update,Product Information,False,,REP022,West,Representative,Veeva_CRM
VEEEVT00003371,HCP0486,INT0003371,CAMP0022,DRUG008,In-Person Visit,2026-01-03 23:25:13,37,Completed,Treatment Update,Treatment Guidelines,True,2026-01-05 23:25:13,REP017,West,Representative,Veeva_CRM
VEEEVT00007870,HCP1120,INT0007870,CAMP0013,DRUG005,In-Person Visit,2026-01-04 00:44:47,54,Completed,Product Discussion,Patient Population,False,,REP011,East,Representative,Veeva_CRM
VEEEVT00011300,HCP1610,INT0011300,CAMP0022,DRUG008,Virtual Meeting,2026-01-04 01:17:34,31,Completed,Treatment Update,Treatment Guidelines,True,2026-01-10 01:17:34,REP027,South,Representative,Veeva_CRM
VEEEVT00007854,HCP1118,INT0007854,CAMP0002,DRUG001,In-Person Visit,2026-01-04 02:00:49,49,Cancelled,Follow-up Discussion,Safety,False,,REP016,North,Representative,Veeva_CRM
VEEEVT00003965,HCP0571,INT0003965,CAMP0014,DRUG005,Phone Call,2026-01-04 02:34:04,14,Completed,New Product Introduction,Safety,False,,REP030,West,Representative,Veeva_CRM
VEEEVT00008131,HCP1162,INT0008131,CAMP0019,DRUG007,Virtual Meeting,2026-01-04 02:39:45,39,Completed,Follow-up Discussion,Patient Population,True,2026-01-07 02:39:45,REP027,West,Representative,Veeva_CRM
VEEEVT00008659,HCP1233,INT0008659,CAMP0023,DRUG008,In-Person Visit,2026-01-04 02:56:25,42,Completed,Follow-up Discussion,Treatment Guidelines,False,,REP024,North,Representative,Veeva_CRM
VEEEVT00010441,HCP1493,INT0010441,CAMP0019,DRUG007,Phone Call,2026-01-04 02:59:34,16,Completed,Product Discussion,Dosage,True,2026-01-18 02:59:34,REP011,East,Representative,Veeva_CRM
VEEEVT00007553,HCP1079,INT0007553,CAMP0020,DRUG007,In-Person Visit,2026-01-04 03:26:21,44,Completed,Treatment Update,Patient Population,True,2026-01-07 03:26:21,REP004,West,Representative,Veeva_CRM
VEEEVT00000980,HCP0143,INT0000980,CAMP0011,DRUG004,In-Person Visit,2026-01-04 03:39:29,59,Cancelled,Treatment Update,Clinical Evidence,False,,REP024,East,Representative,Veeva_CRM
VEEEVT00010032,HCP1431,INT0010032,CAMP0022,DRUG008,In-Person Visit,2026-01-04 03:54:02,31,Completed,New Product Introduction,Safety,False,,REP023,South,Representative,Veeva_CRM
VEEEVT00012249,HCP1745,INT0012249,CAMP0014,DRUG005,Phone Call,2026-01-04 04:03:48,7,Completed,Treatment Update,Product Information,True,2026-01-09 04:03:48,REP021,East,Representative,Veeva_CRM
VEEEVT00002734,HCP0392,INT0002734,CAMP0001,DRUG001,Phone Call,2026-01-04 04:09:27,7,Completed,Clinical Evidence,Dosage,False,,REP008,South,Representative,Veeva_CRM
VEEEVT00007847,HCP1117,INT0007847,CAMP0023,DRUG008,Virtual Meeting,2026-01-04 04:44:55,36,Completed,Product Discussion,Treatment Guidelines,False,,REP028,East,Representative,Veeva_CRM
VEEEVT00002299,HCP0335,INT0002299,CAMP0005,DRUG002,Phone Call,2026-01-04 05:07:24,18,Completed,Treatment Update,Patient Population,False,,REP017,East,Representative,Veeva_CRM
VEEEVT00007894,HCP1124,INT0007894,CAMP0022,DRUG008,In-Person Visit,2026-01-04 05:33:13,48,Cancelled,Product Discussion,Treatment Guidelines,False,,REP009,West,Representative,Veeva_CRM
VEEEVT00011314,HCP1612,INT0011314,CAMP0007,DRUG003,Phone Call,2026-01-04 05:53:50,18,Completed,Clinical Evidence,Safety,True,2026-01-18 05:53:50,REP018,South,Representative,Veeva_CRM
VEEEVT00004445,HCP0636,INT0004445,CAMP0010,DRUG004,Phone Call,2026-01-04 06:04:09,12,Completed,Disease Education,Efficacy,True,2026-01-16 06:04:09,REP018,West,Representative,Veeva_CRM
VEEEVT00003084,HCP0443,INT0003084,CAMP0022,DRUG008,Phone Call,2026-01-04 06:38:35,8,Cancelled,Product Discussion,Treatment Guidelines,False,,REP016,South,Representative,Veeva_CRM
VEEEVT00000971,HCP0142,INT0000971,CAMP0010,DRUG004,Phone Call,2026-01-04 06:40:44,10,Completed,Disease Education,Dosage,True,2026-01-09 06:40:44,REP019,West,Representative,Veeva_CRM
VEEEVT00007714,HCP1101,INT0007714,CAMP0015,DRUG005,In-Person Visit,2026-01-04 07:06:15,38,Completed,Disease Education,Dosage,False,,REP002,West,Representative,Veeva_CRM
VEEEVT00008863,HCP1262,INT0008863,CAMP0002,DRUG001,Phone Call,2026-01-04 07:27:35,8,Completed,Clinical Evidence,Patient Population,False,,REP011,East,Representative,Veeva_CRM
VEEEVT00008496,HCP1211,INT0008496,CAMP0022,DRUG008,In-Person Visit,2026-01-04 07:37:58,39,Completed,Treatment Update,Efficacy,False,,REP019,North,Representative,Veeva_CRM
VEEEVT00012297,HCP1752,INT0012297,CAMP0006,DRUG002,In-Person Visit,2026-01-04 08:00:17,25,Completed,New Product Introduction,Dosage,False,,REP028,South,Representative,Veeva_CRM
VEEEVT00009466,HCP1352,INT0009466,CAMP0004,DRUG002,In-Person Visit,2026-01-04 08:25:25,35,Completed,Follow-up Discussion,Product Information,False,,REP014,South,Representative,Veeva_CRM
VEEEVT00013661,HCP1941,INT0013661,CAMP0020,DRUG007,In-Person Visit,2026-01-04 08:27:15,32,Completed,Treatment Update,Safety,False,,REP008,West,Representative,Veeva_CRM
VEEEVT00001055,HCP0154,INT0001055,CAMP0003,DRUG001,In-Person Visit,2026-01-04 08:27:58,45,Completed,Product Discussion,Product Information,False,,REP015,South,Representative,Veeva_CRM
VEEEVT00005188,HCP0742,INT0005188,CAMP0024,DRUG008,In-Person Visit,2026-01-04 08:44:32,49,Completed,Disease Education,Clinical Evidence,False,,REP014,West,Representative,Veeva_CRM
VEEEVT00000154,HCP0022,INT0000154,CAMP0017,DRUG006,Virtual Meeting,2026-01-04 08:54:26,20,Completed,Product Discussion,Patient Population,True,2026-01-14 08:54:26,REP024,West,Representative,Veeva_CRM
VEEEVT00001285,HCP0188,INT0001285,CAMP0018,DRUG006,In-Person Visit,2026-01-04 09:11:01,45,Completed,Disease Education,Efficacy,False,,REP017,South,Representative,Veeva_CRM
VEEEVT00002741,HCP0392,INT0002741,CAMP0002,DRUG001,Virtual Meeting,2026-01-04 09:17:59,39,Completed,Follow-up Discussion,Clinical Evidence,True,2026-01-16 09:17:59,REP002,South,Representative,Veeva_CRM
VEEEVT00010986,HCP1566,INT0010986,CAMP0020,DRUG007,Phone Call,2026-01-04 09:34:22,7,Completed,Treatment Update,Product Information,False,,REP027,West,Representative,Veeva_CRM
VEEEVT00012484,HCP1778,INT0012484,CAMP0005,DRUG002,Phone Call,2026-01-04 10:50:29,18,Completed,Clinical Evidence,Safety,False,,REP024,North,Representative,Veeva_CRM
VEEEVT00009207,HCP1313,INT0009207,CAMP0006,DRUG002,In-Person Visit,2026-01-04 11:02:01,27,Completed,Follow-up Discussion,Dosage,True,2026-01-11 11:02:01,REP002,East,Representative,Veeva_CRM
VEEEVT00004191,HCP0601,INT0004191,CAMP0011,DRUG004,In-Person Visit,2026-01-04 11:13:21,52,Completed,Treatment Update,Efficacy,False,,REP006,North,Representative,Veeva_CRM
VEEEVT00001497,HCP0217,INT0001497,CAMP0011,DRUG004,In-Person Visit,2026-01-04 11:18:51,52,Completed,Treatment Update,Patient Population,True,2026-01-18 11:18:51,REP011,West,Representative,Veeva_CRM
VEEEVT00001572,HCP0228,INT0001572,CAMP0021,DRUG007,Phone Call,2026-01-04 12:56:38,5,Completed,Treatment Update,Efficacy,True,2026-01-07 12:56:38,REP009,West,Representative,Veeva_CRM
VEEEVT00001122,HCP0164,INT0001122,CAMP0018,DRUG006,In-Person Visit,2026-01-04 13:20:03,44,Completed,Product Discussion,Clinical Evidence,False,,REP015,West,Representative,Veeva_CRM
VEEEVT00007353,HCP1048,INT0007353,CAMP0007,DRUG003,Phone Call,2026-01-04 14:22:25,11,Completed,Product Discussion,Clinical Evidence,True,2026-01-18 14:22:25,REP023,West,Representative,Veeva_CRM
VEEEVT00007230,HCP1032,INT0007230,CAMP0021,DRUG007,Virtual Meeting,2026-01-04 14:33:06,15,Completed,Treatment Update,Clinical Evidence,True,2026-01-12 14:33:06,REP014,East,Representative,Veeva_CRM
VEEEVT00010541,HCP1509,INT0010541,CAMP0003,DRUG001,In-Person Visit,2026-01-04 15:10:21,30,Completed,Clinical Evidence,Treatment Guidelines,False,,REP001,South,Representative,Veeva_CRM
VEEEVT00006829,HCP0973,INT0006829,CAMP0017,DRUG006,Phone Call,2026-01-04 15:12:24,6,Cancelled,Treatment Update,Safety,False,,REP019,East,Representative,Veeva_CRM
